time,,Pressure - 3,Pressure -4
11/19/2024 15:00,,1163.295484724449,1142.8208613460001
11/19/2024 15:00,,1163.270584,1142.8343372865731
11/19/2024 15:00,,1163.276017,1142.816336
11/19/2024 15:00,,1163.258781,1142.820724
11/19/2024 15:00,,1163.2602248219998,1142.813666
11/19/2024 15:00,,1163.2756088116232,1142.823075
11/19/2024 15:00,,1163.288299,1142.795404
11/19/2024 15:00,,1163.2918651050002,1142.7742391861862
11/19/2024 15:00,,1163.273564,1142.785188
11/19/2024 15:00,,1163.259621,1142.772909
11/19/2024 15:00,,1163.23933,1142.775288
11/19/2024 15:00,,1163.2236678088088,1142.790307
11/19/2024 15:00,,1163.240292,1142.7923406386385
11/19/2024 15:00,,1163.237334,1142.798196
11/19/2024 15:00,,1163.246267,1142.755651
11/19/2024 15:00,,1163.247096,1142.745897
11/19/2024 15:00,,1163.2401348196395,1142.743994
11/19/2024 15:00,,1163.2393510420002,1142.7231768947895
11/19/2024 15:00,,1163.237196,1142.729537
11/19/2024 15:00,,1163.2387835959998,1142.749681
11/19/2024 15:00,,1163.203286,1142.736015
11/19/2024 15:00,,1163.2078983937874,1142.754242
11/19/2024 15:00,,1163.199888,1142.7443070701402
11/19/2024 15:00,,1163.2109415549999,1142.726033
11/19/2024 15:00,,1163.221411,1142.731312
11/19/2024 15:00,,1163.220209,1142.6965730359998
11/19/2024 15:00,,1163.2288505591182,1142.6913342569999
11/19/2024 15:00,,1163.225517,1142.6916339759518
11/19/2024 15:00,,1163.2177588929999,1142.700995
11/19/2024 15:00,,1163.215225,1142.6998167000002
11/19/2024 15:00,,1163.205475,1142.722408
11/19/2024 15:00,,1163.181464,1142.6957771759999
11/19/2024 15:00,,1163.1731140630002,1142.695307241483
11/19/2024 15:00,,1163.193309,1142.698879
11/19/2024 15:00,,1163.1869657040002,1142.6785495249999
11/19/2024 15:00,,1163.183026,1142.657619
11/19/2024 15:00,,1163.2049439408818,1142.644334
11/19/2024 15:00,,1163.1904392190002,1142.6633424438878
11/19/2024 15:00,,1163.169374,1142.653706
11/19/2024 15:00,,1163.1517357920002,1142.6845691180001
11/19/2024 15:00,,1163.16494,1142.6641514040002
11/19/2024 15:00,,1163.1732008587176,1142.656291
11/19/2024 15:00,,1163.180415,1142.6396661382767
11/19/2024 15:00,,1163.174938,1142.623574
11/19/2024 15:00,,1163.185272,1142.628142
11/19/2024 15:00,,1163.198065,1142.610382
11/19/2024 15:00,,1163.180587280561,1142.599402
11/19/2024 15:00,,1163.1977503370001,1142.6004658807615
11/19/2024 15:00,,1163.167349,1142.60788
11/19/2024 15:00,,1163.150867,1142.609614
11/19/2024 15:00,,1163.152039,1142.629457
11/19/2024 15:00,,1163.1626681382766,1142.615098
11/19/2024 15:00,,1163.1706139970001,1142.605153501002
11/19/2024 15:00,,1163.161643,1142.5822949409999
11/19/2024 15:00,,1163.172803,1142.581016
11/19/2024 15:00,,1163.174262,1142.575216
11/19/2024 15:00,,1163.1600481603205,1142.549735
11/19/2024 15:00,,1163.158446,1142.5856521292585
11/19/2024 15:00,,1163.1562588200002,1142.579001
11/19/2024 15:00,,1163.132221,1142.578939
11/19/2024 15:01,,1163.1338057369999,1142.5711364790002
11/19/2024 15:01,,1163.1416677164327,1142.566688
11/19/2024 15:01,,1163.143808,1142.5639536813628
11/19/2024 15:01,,1163.143193,1142.521626
11/19/2024 15:01,,1163.14495,1142.535994
11/19/2024 15:01,,1163.133564,1142.53606
11/19/2024 15:01,,1163.1160195711425,1142.5267021500001
11/19/2024 15:01,,1163.1043693880001,1142.536590717435
11/19/2024 15:01,,1163.110078,1142.539989
11/19/2024 15:01,,1163.10571,1142.543654
11/19/2024 15:01,,1163.103234,1142.5233516770002
11/19/2024 15:01,,1163.0973357144287,1142.515825
11/19/2024 15:01,,1163.102837,1142.5133864739478
11/19/2024 15:01,,1163.091537,1142.5802464449998
11/19/2024 15:01,,1163.092575,1142.517689
11/19/2024 15:01,,1163.08605,1142.514246
11/19/2024 15:01,,1163.0776929549097,1142.4899582799999
11/19/2024 15:01,,1163.05057,1142.5058311342686
11/19/2024 15:01,,1163.054761,1142.65658
11/19/2024 15:01,,1163.060308,1142.573156
11/19/2024 15:01,,1163.048323,1142.659895
11/19/2024 15:01,,1163.0681277645292,1142.6294
11/19/2024 15:01,,1163.049418,1142.6237704539078
11/19/2024 15:01,,1163.05364,1142.7499430130001
11/19/2024 15:01,,1163.042749,1142.520994
11/19/2024 15:01,,1163.035573,1142.620473
11/19/2024 15:01,,1163.0186442064128,1142.5246157800002
11/19/2024 15:01,,1162.994053,1142.8126168266533
11/19/2024 15:01,,1163.002045,1142.813184
11/19/2024 15:01,,1163.0012540839998,1142.709574
11/19/2024 15:01,,1162.986531,1142.733708
11/19/2024 15:01,,1163.001490232465,1142.855217
11/19/2024 15:01,,1162.994888,1142.7901913947894
11/19/2024 15:01,,1162.982877,1142.7646531839998
11/19/2024 15:01,,1162.966759,1142.933713
11/19/2024 15:01,,1162.977978,1142.744193
11/19/2024 15:01,,1162.9594256252503,1142.811516
11/19/2024 15:01,,1162.952662,1142.9690105981963
11/19/2024 15:01,,1162.933815,1142.9084880270002
11/19/2024 15:01,,1162.945004,1142.950719
11/19/2024 15:01,,1162.930653,1142.9659857660001
11/19/2024 15:01,,1162.9429274398797,1142.94188
11/19/2024 15:01,,1162.928582,1142.9318034388778
11/19/2024 15:01,,1162.9359628979998,1142.937343
11/19/2024 15:01,,1162.9182925199998,1142.955173
11/19/2024 15:01,,1162.913987,1142.946109
11/19/2024 15:01,,1162.9027281192384,1142.9377686999999
11/19/2024 15:01,,1162.887742,1142.9314761603207
11/19/2024 15:01,,1162.886888,1142.948605
11/19/2024 15:01,,1162.888392,1142.931487
11/19/2024 15:01,,1162.874883,1142.918782
11/19/2024 15:01,,1162.8887648577154,1142.894209
11/19/2024 15:01,,1162.8842091459999,1142.8838686402805
11/19/2024 15:01,,1162.86574,1142.8923330389998
11/19/2024 15:01,,1162.891311,1142.882468
11/19/2024 15:01,,1162.870531,1142.895098
11/19/2024 15:01,,1162.8385813336674,1142.89617
11/19/2024 15:01,,1162.856031,1142.8929390761523
11/19/2024 15:01,,1162.843387,1142.87337
11/19/2024 15:01,,1162.831083,1142.868119
11/19/2024 15:02,,1162.8542420840001,1142.853017
11/19/2024 15:02,,1162.8370428416833,1142.852574
11/19/2024 15:02,,1162.822353,1142.82783
11/19/2024 15:02,,1162.827231,1142.8258910119998
